"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002720","GO:0002720","positive regulation of cytokine production involved in immune response","11/774","80/18614",0.000457545819684552,0.0111603620271564,0.00932164244581215,"GATA3/CD81/SLAMF1/CD160/TLR7/TBX21/XCL1/TLR3/IL4/SPON2/IL18R1",11
"GO:0072028","GO:0072028","nephron morphogenesis","11/774","80/18614",0.000457545819684552,0.0111603620271564,0.00932164244581215,"GATA3/BCL2/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/PDGFRB/WNT1/LHX1",11
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","11/774","83/18614",0.000629792884761245,0.0144454599567869,0.0120655057922681,"LPAR6/PRAG1/P2RY10/GPR18/ITGA3/HEG1/GPR174/GPR55/ADGRG1/PDGFRB/NRP1",11
"GO:0061053","GO:0061053","somite development","11/774","86/18614",0.000852918613497111,0.0181744174446168,0.0151801008486473,"TP53/SMAD3/LEF1/PTCH1/NOG/WNT1/MEOX1/DLL1/AXIN2/FOXC1/LHX1",11
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","11/774","88/18614",0.00103527334075204,0.0213488385756974,0.0178315218943411,"HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/SFTPD/XCL1/IL4I1/IDO1/ARG1",11
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","11/774","89/18614",0.00113784894778699,0.022816314637066,0.0190572247083342,"HLA-DRB1/ERBB2/CRTAM/MAD1L1/IL2RA/FOXP3/SFTPD/XCL1/IL4I1/IDO1/ARG1",11
"GO:0106027","GO:0106027","neuron projection organization","11/774","90/18614",0.0012486491773514,0.0245856014227292,0.0205350135793332,"FYN/ITGA3/ATP1A3/DOCK10/WNT7A/ABCD2/EPHA4/LZTS3/ZNF365/EPHB2/EPHB3",11
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","11/774","90/18614",0.0012486491773514,0.0245856014227292,0.0205350135793332,"TP53/PRKCQ/ADA/CD3G/BCL2/IL7R/BCL11B/CCR7/CD27/AXL/IDO1",11
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","11/774","96/18614",0.00211487928564237,0.0353631021513629,0.0295368728386785,"SLAMF1/CSF1R/CMKLR1/IL23A/CX3CR1/CCR7/XCL2/CCR6/XCL1/PLA2G7/IL4",11
"GO:0072080","GO:0072080","nephron tubule development","11/774","96/18614",0.00211487928564237,0.0353631021513629,0.0295368728386785,"GATA3/BCL2/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/DLL1/LHX1",11
"GO:0001657","GO:0001657","ureteric bud development","11/774","97/18614",0.00229796807541501,0.0369086420368253,0.030827778112447,"GATA3/SMAD3/BCL2/DCHS1/PTCH1/SOX8/NOG/WNT1/FOXC1/LHX1/EPCAM",11
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","11/774","98/18614",0.00249369015636174,0.0396578813451638,0.0331240679431841,"SLAMF1/RASGRP1/CX3CR1/PTGDR/DNASE1L3/GATA2/ENPP3/IL4/IFNG/CD177/PTGDS",11
"GO:0060349","GO:0060349","bone morphogenesis","11/774","99/18614",0.00270267164049501,0.0424696262353747,0.035472565281497,"RARG/NPR2/TGFB3/DHRS3/MSX2/LTBP3/TIFAB/SMPD3/ATG9B/AXIN2/FOXC1",11
"GO:0061326","GO:0061326","renal tubule development","11/774","100/18614",0.00292555444813477,0.0445875404517333,0.0372415436540406,"GATA3/BCL2/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/DLL1/LHX1",11
"GO:0002399","GO:0002399","MHC class II protein complex assembly","10/774","16/18614",9.31449004409081e-11,1.3236700308309e-08,1.10558947045078e-08,"HLA-DPA1/HLA-DMA/HLA-DPB1/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",10
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","10/774","16/18614",9.31449004409081e-11,1.3236700308309e-08,1.10558947045078e-08,"HLA-DPA1/HLA-DMA/HLA-DPB1/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",10
"GO:0002396","GO:0002396","MHC protein complex assembly","10/774","20/18614",1.84620217768965e-09,1.88679085679763e-07,1.57593362063868e-07,"HLA-DPA1/HLA-DMA/HLA-DPB1/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",10
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","10/774","20/18614",1.84620217768965e-09,1.88679085679763e-07,1.57593362063868e-07,"HLA-DPA1/HLA-DMA/HLA-DPB1/HLA-DMB/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DQA2/HLA-DRB3/HLA-DRB4",10
"GO:0045954","GO:0045954","positive regulation of natural killer cell mediated cytotoxicity","10/774","27/18614",6.46549444948436e-08,5.09216111039509e-06,4.25320478243188e-06,"RASGRP1/SLAMF6/CRTAM/NCR3/KLRK1/CD160/LAG3/KLRC3/KLRC4-KLRK1/KLRC4",10
"GO:0002369","GO:0002369","T cell cytokine production","10/774","38/18614",2.39058087388781e-06,0.00013174507545131,0.000110039484773467,"GATA3/CD81/SLAMF1/FOXP3/TBX21/XCL1/IL4/IL18R1/ARG1/CLC",10
"GO:0002724","GO:0002724","regulation of T cell cytokine production","10/774","38/18614",2.39058087388781e-06,0.00013174507545131,0.000110039484773467,"GATA3/CD81/SLAMF1/FOXP3/TBX21/XCL1/IL4/IL18R1/ARG1/CLC",10
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","10/774","44/18614",1.00080035051502e-05,0.000454321659119215,0.000379470132903613,"PRKCQ/CD3E/CD81/IL23A/ZAP70/CARD11/CD28/IL2RA/FOXP3/XCL1",10
"GO:0072538","GO:0072538","T-helper 17 type immune response","10/774","44/18614",1.00080035051502e-05,0.000454321659119215,0.000379470132903613,"LY9/PRKCQ/SLAMF6/RORC/IL23A/FOXP3/TBX21/RORA/IL4/EPHB2",10
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","10/774","45/18614",1.23920528872548e-05,0.000543670132375737,0.000454098045398734,"ADA/CD81/NFATC2/BCL2/CARD11/FCRL3/IL4/PRLR/EPHB2/BMI1",10
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","10/774","47/18614",1.86558378818954e-05,0.000781751360474039,0.000652954325866338,"PRKCQ/CD3E/CD81/IL23A/ZAP70/CARD11/CD28/IL2RA/FOXP3/XCL1",10
"GO:0050798","GO:0050798","activated T cell proliferation","10/774","48/18614",2.26955740559607e-05,0.000927256047523843,0.000774486464659658,"FYN/SLAMF1/CRTAM/IL23A/IL2RA/FOXP3/TNFSF9/TMIGD2/ARG1/CLC",10
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","10/774","58/18614",0.000124403803537508,0.00404590877474971,0.00337932720057112,"SMAD3/TIAM1/TGFB3/BCL9L/LEF1/ENG/ZNF703/OLFM1/AXIN2/FOXC1",10
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","10/774","59/18614",0.00014428636630641,0.00460097549534149,0.00384294419528293,"SMAD3/CARMIL2/DPP4/LAMA2/TIE1/ZNF469/AEBP1/PHLDB2/AXIN2/ADTRP",10
"GO:0046579","GO:0046579","positive regulation of Ras protein signal transduction","10/774","60/18614",0.000166781768924649,0.00526691992009868,0.00439917129627334,"LPAR6/RASGRP1/PRAG1/P2RY10/GPR18/GPR174/GPR55/AUTS2/ADGRG1/PDGFRB",10
"GO:0032615","GO:0032615","interleukin-12 production","10/774","64/18614",0.000288522519973427,0.00760512787526732,0.00635214902844723,"CD40LG/SLAMF1/TIGIT/CMKLR1/IL23A/MAPK11/CCR7/TLR3/IFNG/IDO1",10
"GO:0032655","GO:0032655","regulation of interleukin-12 production","10/774","64/18614",0.000288522519973427,0.00760512787526732,0.00635214902844723,"CD40LG/SLAMF1/TIGIT/CMKLR1/IL23A/MAPK11/CCR7/TLR3/IFNG/IDO1",10
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","10/774","68/18614",0.000476984217250448,0.0115389358124401,0.00963784450603071,"LPAR6/RASGRP1/PRAG1/P2RY10/GPR18/GPR174/GPR55/AUTS2/ADGRG1/PDGFRB",10
"GO:0009880","GO:0009880","embryonic pattern specification","10/774","70/18614",0.000604027057789991,0.0140018612651531,0.0116949919699764,"SMAD3/NRP2/PTCH1/TIFAB/WNT7A/WNT1/MEOX1/DLL1/NRP1/LHX1",10
"GO:0072078","GO:0072078","nephron tubule morphogenesis","10/774","75/18614",0.00104772843095522,0.0215377382174663,0.0179892994748915,"GATA3/BCL2/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/LHX1",10
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","10/774","77/18614",0.00128718087717468,0.0249866038354275,0.0208699490502424,"GATA3/BCL2/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/LHX1",10
"GO:0061333","GO:0061333","renal tubule morphogenesis","10/774","79/18614",0.00156941212755414,0.0289781585894226,0.0242038772981868,"GATA3/BCL2/KLHL3/DCHS1/PTCH1/SOX8/PKD1/NOG/WNT1/LHX1",10
"GO:0046629","GO:0046629","gamma-delta T cell activation","9/774","26/18614",5.85951224081492e-07,3.71879917652496e-05,3.10611037231548e-05,"CD3E/CD247/TCF7/CD3G/GPR18/LEF1/ITK/KLRC1/SOX13",9
"GO:0046006","GO:0046006","regulation of activated T cell proliferation","9/774","45/18614",8.17515287832889e-05,0.00282756478125058,0.00236171083151724,"SLAMF1/CRTAM/IL23A/IL2RA/FOXP3/TNFSF9/TMIGD2/ARG1/CLC",9
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","9/774","47/18614",0.000116702611141859,0.0038536865020788,0.003218774407427,"SLAMF1/CD96/TGFB3/FCRL3/FOXP3/TBX21/XCL1/AXL/ARG1",9
"GO:0045332","GO:0045332","phospholipid translocation","9/774","52/18614",0.000261727321435362,0.00715862552394545,0.00597920993739363,"ATP10A/KCNN4/ANO9/ATP8B2/ABCB1/FASLG/ATP8A2/TMEM30B/ATG9B",9
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","9/774","55/18614",0.000404758940146349,0.00998456298768561,0.00833956155924177,"ADA/GPR18/GCSAM/KLRK1/DPP4/ADTRP/KLRC4-KLRK1/CCL2/NBL1",9
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","9/774","56/18614",0.000464744847297592,0.0112938180921352,0.00943311102693253,"PRKCQ/ADA/BCL2/IL7R/BCL11B/CCR7/CD27/AXL/IDO1",9
"GO:0034204","GO:0034204","lipid translocation","9/774","57/18614",0.000531843535388928,0.0125511234326261,0.0104832696867276,"ATP10A/KCNN4/ANO9/ATP8B2/ABCB1/FASLG/ATP8A2/TMEM30B/ATG9B",9
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","9/774","59/18614",0.000689910151380149,0.0154980847407974,0.0129447059331121,"TP53/PRKCQ/ADA/CD3G/BCL2/IL7R/BCL11B/CD27/IDO1",9
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","9/774","59/18614",0.000689910151380149,0.0154980847407974,0.0129447059331121,"GATA3/CD40LG/PLCG1/CD160/FASLG/GATA2/CD248/IL4/CCL2",9
"GO:0021545","GO:0021545","cranial nerve development","9/774","60/18614",0.000782226924754648,0.0168759650400038,0.014095574287658,"NPR2/NRP2/HOXB3/PLXNA1/TIFAB/KCNA3/EPHB2/NRP1/EGR2",9
"GO:1905517","GO:1905517","macrophage migration","9/774","61/18614",0.000884354379018648,0.0185289249219388,0.0154762016328263,"CD81/SLAMF1/MCOLN2/CSF1R/CMKLR1/CX3CR1/SFTPD/MTUS1/CCL2",9
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","9/774","62/18614",0.000997050624596922,0.0207570698502869,0.0173372497143286,"ATP10A/KCNN4/ANO9/ATP8B2/ABCB1/FASLG/ATP8A2/TMEM30B/ATG9B",9
"GO:0072577","GO:0072577","endothelial cell apoptotic process","9/774","65/18614",0.00140663108590452,0.0267300796760403,0.0223261794448799,"GATA3/CD40LG/PLCG1/CD160/FASLG/GATA2/CD248/IL4/CCL2",9
"GO:1901224","GO:1901224","positive regulation of NIK/NF-kappaB signaling","9/774","67/18614",0.00174791129317257,0.0310491742485573,0.0259336838606582,"IL23A/TLR7/NR3C2/CD27/TLR3/RTKN2/EDAR/EDA/IL18R1",9
"GO:0035914","GO:0035914","skeletal muscle cell differentiation","9/774","68/18614",0.0019417815250929,0.033228863428095,0.0277542594947833,"HLF/HIVEP3/BCL9L/SOX8/EOMES/ASB2/NR4A1/PAX5/EGR2",9
"GO:0050922","GO:0050922","negative regulation of chemotaxis","9/774","70/18614",0.00238089202121706,0.0379607101041364,0.0317065132581589,"PTPRO/SEMA4C/GPR18/KLRK1/DPP4/NRP1/KLRC4-KLRK1/CCL2/NBL1",9
"GO:0002260","GO:0002260","lymphocyte homeostasis","9/774","72/18614",0.0028953794440072,0.0443257504109487,0.0370228846938626,"ADA/BCL2/IL7R/SIT1/IL2RA/FOXP3/GPR174/DOCK10/LGALS2",9
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","9/774","72/18614",0.0028953794440072,0.0443257504109487,0.0370228846938626,"SLAMF1/CX3CR1/CCR7/XCL2/CCR6/PDGFD/XCL1/PLA2G7/IL4",9
"GO:0050862","GO:0050862","positive regulation of T cell receptor signaling pathway","8/774","16/18614",8.24803681265184e-08,6.26946705166338e-06,5.23654430198593e-06,"ADA/TESPA1/CD81/LCK/KCNN4/CARD11/CCR7/TRAT1",8
"GO:0035743","GO:0035743","CD4-positive, alpha-beta T cell cytokine production","8/774","19/18614",4.33323669105039e-07,2.86124931812085e-05,2.38984569021567e-05,"GATA3/CD81/SLAMF1/TBX21/XCL1/IL4/IL18R1/ARG1",8
"GO:0035739","GO:0035739","CD4-positive, alpha-beta T cell proliferation","8/774","22/18614",1.64029375974688e-06,9.32400026736117e-05,7.78782950279822e-05,"PRKCQ/CD3E/CD81/CARD11/CD28/IL2RA/FOXP3/XCL1",8
"GO:0045061","GO:0045061","thymic T cell selection","8/774","22/18614",1.64029375974688e-06,9.32400026736117e-05,7.78782950279822e-05,"GATA3/CD3E/CD3G/CD3D/ZAP70/CARD11/CD28/CCR7",8
"GO:2000561","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","8/774","22/18614",1.64029375974688e-06,9.32400026736117e-05,7.78782950279822e-05,"PRKCQ/CD3E/CD81/CARD11/CD28/IL2RA/FOXP3/XCL1",8
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","8/774","25/18614",4.96477715321435e-06,0.000249651909619709,0.000208520640435003,"PRKCQ/CD3E/CD81/IL23A/ZAP70/CARD11/CD28/XCL1",8
"GO:0050857","GO:0050857","positive regulation of antigen receptor-mediated signaling pathway","8/774","26/18614",6.91092201060669e-06,0.000329756913746978,0.000275427986700092,"ADA/TESPA1/CD81/LCK/KCNN4/CARD11/CCR7/TRAT1",8
"GO:0002710","GO:0002710","negative regulation of T cell mediated immunity","8/774","27/18614",9.464321019757e-06,0.000435692017648954,0.000363909808224459,"SLAMF1/IL7R/FOXP3/TBX21/KLRC1/XCL1/IL4I1/ARG1",8
"GO:0072539","GO:0072539","T-helper 17 cell differentiation","8/774","30/18614",2.23343211729482e-05,0.000918235581808567,0.000766952161033314,"LY9/SLAMF6/RORC/IL23A/FOXP3/TBX21/RORA/IL4",8
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","8/774","35/18614",7.46946207896415e-05,0.00263934451946966,0.00220450070006185,"SLAMF1/CD96/TGFB3/FOXP3/TBX21/XCL1/AXL/ARG1",8
"GO:0032633","GO:0032633","interleukin-4 production","8/774","35/18614",7.46946207896415e-05,0.00263934451946966,0.00220450070006185,"GATA3/PRKCQ/CD3E/CD40LG/HLA-DRB1/CD28/LEF1/FOXP3",8
"GO:0032673","GO:0032673","regulation of interleukin-4 production","8/774","35/18614",7.46946207896415e-05,0.00263934451946966,0.00220450070006185,"GATA3/PRKCQ/CD3E/CD40LG/HLA-DRB1/CD28/LEF1/FOXP3",8
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","8/774","35/18614",7.46946207896415e-05,0.00263934451946966,0.00220450070006185,"LPAR6/PRAG1/P2RY10/GPR18/GPR174/GPR55/ADGRG1/PDGFRB",8
"GO:0070232","GO:0070232","regulation of T cell apoptotic process","8/774","39/18614",0.000168547477036217,0.00529709066050841,0.00442437127220069,"TP53/PRKCQ/ADA/BCL2/IL7R/BCL11B/CD27/IDO1",8
"GO:0021872","GO:0021872","forebrain generation of neurons","8/774","52/18614",0.00128107198316996,0.0249866038354275,0.0208699490502424,"CSF1R/BCL11B/NRP2/LEF1/PLXNA1/GATA2/SLC4A10/NRP1",8
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","8/774","53/18614",0.00145481051805225,0.0271717038757359,0.0226950440816151,"SLAMF1/CSF1R/CMKLR1/IL23A/DPP4/CCR7/XCL1/IL4",8
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","8/774","55/18614",0.0018581250639321,0.0321337659865718,0.026839584256797,"GATA3/RUNX3/HLA-DRB1/IL23A/FOXP3/TBX21/IL4/IFNG",8
"GO:0072132","GO:0072132","mesenchyme morphogenesis","8/774","57/18614",0.00234480596773563,0.0374767643302881,0.0313022997159818,"SMAD3/DCHS1/LEF1/NOS3/ENG/MSX2/NOG/FOXC1",8
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","8/774","59/18614",0.00292612128710319,0.0445875404517333,0.0372415436540406,"HLA-DRB1/IL7R/IL23A/KLRC1/XCL1/PRF1/CD1C/GZMM",8
"GO:0008045","GO:0008045","motor neuron axon guidance","7/774","24/18614",3.89248273004479e-05,0.00150563074593508,0.00125757134355293,"ERBB2/NOG/KIF5C/EPHA4/NRP1/LHX1/EGR2",7
"GO:0070233","GO:0070233","negative regulation of T cell apoptotic process","7/774","24/18614",3.89248273004479e-05,0.00150563074593508,0.00125757134355293,"PRKCQ/ADA/BCL2/IL7R/BCL11B/CD27/IDO1",7
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","7/774","26/18614",6.87917313744729e-05,0.00251224328488787,0.00209833996259566,"GATA3/CD81/SLAMF1/TBX21/XCL1/IL4/IL18R1",7
"GO:0002418","GO:0002418","immune response to tumor cell","7/774","28/18614",0.000115151983449932,0.00384055365210308,0.0032078052532481,"HLA-DRB1/CRTAM/CD160/PRF1/NKG7/IL4I1/HLA-DRB3",7
"GO:0002360","GO:0002360","T cell lineage commitment","7/774","30/18614",0.000184138158689482,0.00552161074932635,0.00461190067176409,"TP53/LY9/BCL2/SLAMF6/IL23A/FOXP3/TBX21",7
"GO:0021602","GO:0021602","cranial nerve morphogenesis","7/774","30/18614",0.000184138158689482,0.00552161074932635,0.00461190067176409,"NRP2/HOXB3/PLXNA1/TIFAB/EPHB2/NRP1/EGR2",7
"GO:0001945","GO:0001945","lymph vessel development","7/774","31/18614",0.000229383201044969,0.00646326717771966,0.00539841499011004,"ACVR2B/NPR2/HEG1/PKD1/TMEM204/TIE1/FOXC1",7
"GO:0071353","GO:0071353","cellular response to interleukin-4","7/774","32/18614",0.000283171407282426,0.00752476215205372,0.00628502391773189,"GATA3/TCF7/IL24/LEF1/XCL1/ARG1/RUFY4",7
"GO:0002828","GO:0002828","regulation of type 2 immune response","7/774","33/18614",0.000346639736045266,0.00885149982237463,0.00739317562034044,"GATA3/CD81/TBX21/XCL1/IL4/IDO1/ARG1",7
"GO:0070670","GO:0070670","response to interleukin-4","7/774","35/18614",0.000507588904776542,0.0120687253384958,0.0100803488371099,"GATA3/TCF7/IL24/LEF1/XCL1/ARG1/RUFY4",7
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","7/774","38/18614",0.0008548950354259,0.0181744174446168,0.0151801008486473,"PRKCQ/ADA/BCL2/IL7R/BCL11B/CD27/IDO1",7
"GO:0042092","GO:0042092","type 2 immune response","7/774","40/18614",0.00117514329037786,0.0234204624670735,0.0195618364800706,"GATA3/CD81/TBX21/XCL1/IL4/IDO1/ARG1",7
"GO:0021879","GO:0021879","forebrain neuron differentiation","7/774","43/18614",0.00182348741776641,0.031702492686008,0.0264793651622462,"CSF1R/BCL11B/NRP2/PLXNA1/GATA2/SLC4A10/NRP1",7
"GO:0032689","GO:0032689","negative regulation of type II interferon production","7/774","43/18614",0.00182348741776641,0.031702492686008,0.0264793651622462,"GATA3/SLAMF1/CD96/HLA-DRB1/FOXP3/XCL1/AXL",7
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","7/774","43/18614",0.00182348741776641,0.031702492686008,0.0264793651622462,"CD40LG/IL23A/MAPK11/CCR7/TLR3/IFNG/IDO1",7
"GO:0002347","GO:0002347","response to tumor cell","7/774","44/18614",0.00209200626909424,0.0352459922192501,0.0294390572918932,"HLA-DRB1/CRTAM/CD160/PRF1/NKG7/IL4I1/HLA-DRB3",7
"GO:0021587","GO:0021587","cerebellum morphogenesis","7/774","44/18614",0.00209200626909424,0.0352459922192501,0.0294390572918932,"RORA/WNT7A/WNT1/DLL1/ZNF365/TRNP1/LHX1",7
"GO:0043029","GO:0043029","T cell homeostasis","7/774","44/18614",0.00209200626909424,0.0352459922192501,0.0294390572918932,"BCL2/IL7R/SIT1/IL2RA/FOXP3/GPR174/LGALS2",7
"GO:0035272","GO:0035272","exocrine system development","7/774","46/18614",0.00271980709950331,0.0425343995441463,0.0355266668978184,"TGFB3/PLXNA1/EDAR/EDA/NRP1/NTN4/FOXC1",7
"GO:0042088","GO:0042088","T-helper 1 type immune response","7/774","46/18614",0.00271980709950331,0.0425343995441463,0.0355266668978184,"SLAMF1/HLA-DRB1/IL23A/LEF1/TBX21/XCL1/IL18R1",7
"GO:0021575","GO:0021575","hindbrain morphogenesis","7/774","47/18614",0.00308332889016577,0.0462287177867285,0.0386123296795989,"RORA/WNT7A/WNT1/DLL1/ZNF365/TRNP1/LHX1",7
"GO:0048286","GO:0048286","lung alveolus development","7/774","47/18614",0.00308332889016577,0.0462287177867285,0.0386123296795989,"ADA/ACE/TGFB3/HOPX/LTBP3/SMPD3/SFTPD",7
"GO:0061383","GO:0061383","trabecula morphogenesis","7/774","47/18614",0.00308332889016577,0.0462287177867285,0.0386123296795989,"WNT10B/ENG/MSX2/HEG1/NOG/TGFBR3/ADAMTS1",7
"GO:2000563","GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","6/774","10/18614",9.22657467358456e-07,5.63683351787124e-05,4.70813997362352e-05,"PRKCQ/CD3E/CD81/CARD11/CD28/XCL1",6
"GO:0035745","GO:0035745","T-helper 2 cell cytokine production","6/774","13/18614",6.76995887180775e-06,0.000325406037830936,0.00027179393705934,"GATA3/CD81/TBX21/XCL1/IL4/ARG1",6
"GO:2000551","GO:2000551","regulation of T-helper 2 cell cytokine production","6/774","13/18614",6.76995887180775e-06,0.000325406037830936,0.00027179393705934,"GATA3/CD81/TBX21/XCL1/IL4/ARG1",6
"GO:0002517","GO:0002517","T cell tolerance induction","6/774","15/18614",1.83807861905565e-05,0.000775194834372048,0.000647478016777021,"CD3E/ICOS/IL2RA/FOXP3/IDO1/CLC",6
"GO:0002363","GO:0002363","alpha-beta T cell lineage commitment","6/774","23/18614",0.000278682928735968,0.00743571553121235,0.00621064812611587,"LY9/BCL2/SLAMF6/IL23A/FOXP3/TBX21",6
"GO:0002689","GO:0002689","negative regulation of leukocyte chemotaxis","6/774","23/18614",0.000278682928735968,0.00743571553121235,0.00621064812611587,"GPR18/KLRK1/DPP4/KLRC4-KLRK1/CCL2/NBL1",6
"GO:0019835","GO:0019835","cytolysis","6/774","23/18614",0.000278682928735968,0.00743571553121235,0.00621064812611587,"GZMA/PRF1/NKG7/GZMB/GZMH/GZMM",6
"GO:2000353","GO:2000353","positive regulation of endothelial cell apoptotic process","6/774","23/18614",0.000278682928735968,0.00743571553121235,0.00621064812611587,"CD40LG/PLCG1/CD160/FASLG/CD248/CCL2",6
"GO:0018230","GO:0018230","peptidyl-L-cysteine S-palmitoylation","6/774","24/18614",0.000358602295881141,0.0090160892622116,0.00753064821350395,"ZDHHC14/GOLGA7B/ZDHHC1/ZDHHC8/ZDHHC11B/ZDHHC19",6
"GO:0018231","GO:0018231","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine","6/774","24/18614",0.000358602295881141,0.0090160892622116,0.00753064821350395,"ZDHHC14/GOLGA7B/ZDHHC1/ZDHHC8/ZDHHC11B/ZDHHC19",6
"GO:0043369","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","6/774","24/18614",0.000358602295881141,0.0090160892622116,0.00753064821350395,"LY9/BCL2/SLAMF6/IL23A/FOXP3/TBX21",6
"GO:0071676","GO:0071676","negative regulation of mononuclear cell migration","6/774","24/18614",0.000358602295881141,0.0090160892622116,0.00753064821350395,"GCSAM/KLRK1/ADTRP/KLRC4-KLRK1/CCL2/NBL1",6
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","6/774","27/18614",0.000709017918272667,0.0158186011322472,0.0132124158149104,"GATA3/PRKCQ/CD3E/CD40LG/CD28/FOXP3",6
"GO:0033081","GO:0033081","regulation of T cell differentiation in thymus","6/774","27/18614",0.000709017918272667,0.0158186011322472,0.0132124158149104,"ADA/TESPA1/RASGRP1/IL7R/ERBB2/CAMK4",6
"GO:0032703","GO:0032703","negative regulation of interleukin-2 production","6/774","28/18614",0.000870981355042503,0.0183074119547037,0.0152911839181095,"GATA3/FOXP3/TBX21/SFTPD/XCL1/LAG3",6
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","6/774","28/18614",0.000870981355042503,0.0183074119547037,0.0152911839181095,"RUNX3/BCL2/CRTAM/GPR18/EOMES/XCL1",6
"GO:0002507","GO:0002507","tolerance induction","6/774","30/18614",0.00127897392318735,0.0249866038354275,0.0208699490502424,"CD3E/ICOS/IL2RA/FOXP3/IDO1/CLC",6
"GO:2000316","GO:2000316","regulation of T-helper 17 type immune response","6/774","31/18614",0.00153087569650152,0.0283493893145338,0.0236787005747827,"PRKCQ/IL23A/FOXP3/TBX21/IL4/EPHB2",6
"GO:0007435","GO:0007435","salivary gland morphogenesis","6/774","32/18614",0.00181880745555209,0.031702492686008,0.0264793651622462,"TGFB3/PLXNA1/EDAR/EDA/NRP1/NTN4",6
"GO:0018345","GO:0018345","protein palmitoylation","6/774","33/18614",0.00214595583766471,0.0356043485046046,0.0297383727757597,"ZDHHC14/GOLGA7B/ZDHHC1/ZDHHC8/ZDHHC11B/ZDHHC19",6
"GO:0007431","GO:0007431","salivary gland development","6/774","34/18614",0.00251558707831161,0.0397207553887029,0.0331765832067184,"TGFB3/PLXNA1/EDAR/EDA/NRP1/NTN4",6
"GO:0060074","GO:0060074","synapse maturation","6/774","34/18614",0.00251558707831161,0.0397207553887029,0.0331765832067184,"CX3CR1/ADGRL1/SEZ6L/NEFL/NEURL1/CNTNAP1",6
"GO:0021696","GO:0021696","cerebellar cortex morphogenesis","6/774","36/18614",0.00339568859574319,0.0495760444588556,0.0414081693047807,"RORA/WNT7A/DLL1/ZNF365/TRNP1/LHX1",6
"GO:0045589","GO:0045589","regulation of regulatory T cell differentiation","6/774","36/18614",0.00339568859574319,0.0495760444588556,0.0414081693047807,"HLA-DRB1/CD28/FOXP3/IL4I1/LAG3/IFNG",6
